DOCNUM_ID,PEOPLE,STKCOD,DOCNUM,DOCDAT,TRNQTY,STKDES,NETVAL
143,ส-018,S-CLUTCH-03,IV1802064,2/12/2018,1.0,ลูกปืนครัช,
143,ส-018,S-CLUTCH-04,IV1802064,2/12/2018,1.0,ลูกปืนปลายเกียร์,
143,ส-018,AISIN,IV1802064,2/12/2018,3.0,น้ำมันเกียร์,
143,ส-018,S-SHOCK-10,IV1802064,2/12/2018,1.0,ก้ามปูครัช,
143,ส-018,M-SERVICE-01,IV1802064,2/12/2018,1.0,ค่าบริการ,
143,ส-018,M-06-01-0001,IV1802064,2/12/2018,2.0,ขัดผ้าเบรคคู่หน้า,
143,ส-018,M-07-01-0002,IV1802064,2/12/2018,2.0,เช็คเบรคล้อหลัง-พร้อมล้างทำความสะอาด,
144,ส-018,T2057514RE611BS00,IV1802073,2/14/2018,4.0,ยางนอก BS 205  /75 -14 R611,
144,ส-018,M-04-01-0003,IV1802073,2/14/2018,4.0,จุ๊บเติมลม ฟรี,
144,ส-018,M-08-02-0003,IV1802073,2/14/2018,1.0,ตั้งศูนย์ (เปลี่ยนยาง 4 เส้น ฟรี),
145,ส-018,B-GS-G150,IV1802083,2/16/2018,2.0,แบตเตอรี่ GS G150  (ลูกยาว),
146,ส-018,B-3K-N150ใหญ่,IV1802084,2/16/2018,2.0,แบตเตอรี่ 3K N150 ใหญ่,
147,ส-018,T2657016D840BS00,IV1802090,2/19/2018,4.0,ยางนอก BS 265 / 70-16 D840,
147,ส-018,M-04-01-0003,IV1802090,2/19/2018,4.0,จุ๊บเติมลม ฟรี,
147,ส-018,M-08-02-0003,IV1802090,2/19/2018,1.0,ตั้งศูนย์ (เปลี่ยนยาง 4 เส้น ฟรี),
148,ส-018,MOBIL 10W-30,IV1802102,2/21/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
148,ส-018,S555,IV1802102,2/21/2018,1.0,กรองเครื่อง,
148,ส-018,S-RING,IV1802102,2/21/2018,1.0,แหวนรองน็อตน้ำมันเครื่อง,
148,ส-018,TOYOTA GEAR OIL,IV1802102,2/21/2018,5.0,น้ำมันเกียร์ ,
148,ส-018,AMCO-เฟืองท้าย,IV1802102,2/21/2018,2.5,น้ำมันเฟืองท้าย,
148,ส-018,P-POWER ATF,IV1802102,2/21/2018,2.0,น้ำมันเพาเวอร์,
148,ส-018,SCOOLANT,IV1802102,2/21/2018,1.0,น้ำยา Cooland gallon,
148,ส-018,S-AIR FILTER-02,IV1802102,2/21/2018,1.0,กรองอากาศ,
148,ส-018,P-DISTILLED WATER,IV1802102,2/21/2018,1.0,น้ำกลั่น,
148,ส-018,S-FUEL FILTER-01,IV1802102,2/21/2018,1.0,กรองโซล่า,
148,ส-018,M-SERVICE-01,IV1802102,2/21/2018,1.0,ค่าบริการ,
149,ส-018,15W40TOTAL,IV1802109,2/22/2018,7.0,น้ำมันเครื่อง 15W40 TOTAL 6ลิตร/1แกลลอน,
149,ส-018,MOBIL 10W-30,IV1802109,2/22/2018,3.0,น้ำมันเครื่อง 10W30 MOBIL 6 ลิตร/1แกลลอน,
150,ส-018,S555,IV1802110,2/22/2018,1.0,กรองเครื่อง,
150,ส-018,S555,IV1802110,2/22/2018,1.0,กรองเครื่อง NPR120,
150,ส-018,HYDORIC,IV1802110,2/22/2018,2.0,น้ำมันไฮโดรลิค  1แกลอน/5ลิตร,
150,ส-018,S-FUEL FILTER-01,IV1802110,2/22/2018,1.0,กรองโซล่า NPK,
150,ส-018,P-POWER ATF,IV1802110,2/22/2018,1.0,น้ำมันเพาเวอร์,
150,ส-018,SBREAK-FLUID,IV1802110,2/22/2018,2.0,น้ำมันเบรค,
150,ส-018,P-DISTILLED WATER,IV1802110,2/22/2018,3.0,น้ำกลั่น,
151,ส-018,TOTAL10W30,IV1802112,2/22/2018,7.0,น้ำมันเครื่อง 10W-30 TOTAL(7ล.),
151,ส-018,S555,IV1802112,2/22/2018,1.0,กรองเครื่อง,
151,ส-018,S-AIR FILTER-03,IV1802112,2/22/2018,1.0,กรองแอร์,
151,ส-018,S-FUEL FILTER-01,IV1802112,2/22/2018,1.0,กรองโซล่า,
151,ส-018,S-AIR FILTER-02,IV1802112,2/22/2018,1.0,กรองอากาศ,
151,ส-018,85W140VALVOLINEHPGEA,IV1802112,2/22/2018,3.0,น้ำมันเกียร์,
151,ส-018,AMCO-เฟืองท้าย,IV1802112,2/22/2018,3.0,น้ำมันเฟืองท้าย,
151,ส-018,M-SERVICE-01,IV1802112,2/22/2018,1.0,ค่าบริการ,
152,ส-018,S555NS00CK 3653111G2,IV1802113,2/22/2018,1.0,สายเบรคมือเส้นหน้า,
152,ส-018,S-IDLER ARM-01,IV1802113,2/22/2018,1.0,กล้องยา,
152,ส-018,S555ZZZZB HUB-A33 F,IV1802113,2/22/2018,1.0,ดุมล้อหน้า-ขวา ,
152,ส-018,SBEARING-01,IV1802113,2/22/2018,2.0,ลูกปืนล้อหน้า นอก-ใน,
152,ส-018,SSEAL-FL,IV1802113,2/22/2018,2.0,ซีลล้อหน้า-ขวา,
152,ส-018,S-GREASE-01,IV1802113,2/22/2018,1.0,จารบี,
152,ส-018,P-PETRO,IV1802113,2/22/2018,1.0,น้ำมันเบนซิลล้าง,
152,ส-018,S555TY00TT 479103530,IV1802113,2/22/2018,1.0,เซฟตี้วาล์วเบรคหลัง,
152,ส-018,SBREAK-FLUID,IV1802113,2/22/2018,1.0,น้ำมันเบรค,
152,ส-018,M-08-02-0002,IV1802113,2/22/2018,1.0,ตั้งศูนย์,
152,ส-018,M-SERVICE-01,IV1802113,2/22/2018,1.0,ค่าบริการ,
153,ส-018,B-GS-G120,IV1802136,2/26/2018,1.0,แบตเตอรี่ GS GT120,
154,ส-018,MOBIL 10W-30,IV1802137,2/27/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
154,ส-018,S555,IV1802137,2/27/2018,1.0,กรองเครื่อง,
154,ส-018,S-RING,IV1802137,2/27/2018,1.0,แหวนรองน็อตน้ำมันเครื่อง,
154,ส-018,AISIN,IV1802137,2/27/2018,5.0,น้ำมันเกียร์,
154,ส-018,VALVOLINE,IV1802137,2/27/2018,2.5,น้ำมันเฟืองท้าย Valvoline  85w90,
154,ส-018,S-IDLER ARM-01,IV1802137,2/27/2018,1.0,กล้องยา,
154,ส-018,S-ARM BUSHING-05,IV1802137,2/27/2018,4.0,บูชปีกนกบน,
154,ส-018,SZZZ-05-06,IV1802137,2/27/2018,2.0,ยางกันโคลง-หน้า,
154,ส-018,S-STABILITZER-06,IV1802137,2/27/2018,2.0,ยางหนวดกุ้ง,
154,ส-018,S-CYLINDER-01,IV1802137,2/27/2018,2.0,กระบอกเบรคหลัง,
154,ส-018,SBREAK-FLUID,IV1802137,2/27/2018,1.0,น้ำมันเบรค,
154,ส-018,M-SERVICE-01,IV1802137,2/27/2018,1.0,ค่าบริการ,
155,ส-018,S-TIMING BELT-01,IV1803020,3/6/2018,1.0,สายพานราวลิ้น,
155,ส-018,S-TIMING BELT-05,IV1803020,3/6/2018,1.0,ลูกรอกสายพานราวลิ้น,
155,ส-018,S-BELT-02,IV1803020,3/6/2018,1.0,สายพานเครื่อง,
155,ส-018,SWIPER-BLADE-01,IV1803020,3/6/2018,1.0,ก้านปัดน้ำฝน หลัง,
155,ส-018,M-SERVICE-01,IV1803020,3/6/2018,1.0,ค่าบริการ,
156,ส-018,B-GS-GT120L,IV1803021,3/7/2018,1.0,แบตเตอรี่ GS G120L,
156,ส-018,B-GS-G120L,IV1803021,3/7/2018,1.0,แบตเตอรี่ GS G120R,
156,ส-018,S-LAMP-07,IV1803021,3/7/2018,4.0,ขั้วแบต,
156,ส-018,"S555ZZZZสายรัด 10""",IV1803021,3/7/2018,2.0,สายพ่วงแบตเตอรี่,
156,ส-018,M-SERVICE-01,IV1803021,3/7/2018,1.0,ค่าบริการเช็คระบบไฟ,
157,ส-018,MOBIL 10W-30,IV1803035,3/9/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
157,ส-018,S555,IV1803035,3/9/2018,1.0,กรองเครื่อง,
157,ส-018,S-RING,IV1803035,3/9/2018,1.0,แหวนรองน็อตน้ำมันเครื่อง,
157,ส-018,P-DISTILLED WATER,IV1803035,3/9/2018,1.0,น้ำกลั่น,
158,ส-018,B-GS-105D31L,IV1803040,3/9/2018,1.0,แบตเตอรี่ GS 105D31L,
159,ส-018,S-ARM BUSHING-05,IV1803052,3/12/2018,4.0,เปลี่ยนบูชปีกนกบน,
159,ส-018,S-UP BALL JOINT-01,IV1803052,3/12/2018,2.0,เปลี่ยนลูกหมากบน,
159,ส-018,SBEARING-FL,IV1803052,3/12/2018,1.0,เปลี่ยนลูกปืนล้อหน้า-ซ้าย,
159,ส-018,SBREAKPAD-02,IV1803052,3/12/2018,1.0,เปลี่ยนผ้าเบรคหน้า,
159,ส-018,SBREAKPAD-08,IV1803052,3/12/2018,1.0,เปลี่ยนชุดซ่อมดิสเบรคหน้า,
159,ส-018,SBREAK-FLUID,IV1803052,3/12/2018,1.0,น้ำมันเบรค,
159,ส-018,SRBINS41121-09W10,IV1803052,3/12/2018,2.0,เปลี่ยนลูกสูบดิสเบรคหน้า,
159,ส-018,M-05-01-0001,IV1803052,3/12/2018,2.0,เจียรจานเบรคล้อหน้า ขวา-ซ้าย,
159,ส-018,S-SHOESBREAK,IV1803052,3/12/2018,1.0,เปลี่ยนก้ามเบรคหลัง,
159,ส-018,M-05-01-0003,IV1803052,3/12/2018,2.0,เจียรจานเบรคล้อหลัง ขวา-ซ้าย,
159,ส-018,SRBI-01,IV1803052,3/12/2018,8.0,เปลี่ยนยางหูแหนบ,
159,ส-018,SRBIMPRB1020,IV1803052,3/12/2018,6.0,เปลี่ยนยางรองปลายแหนบ,
159,ส-018,MOBIL 10W-30,IV1803052,3/12/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
159,ส-018,S555,IV1803052,3/12/2018,1.0,เปลี่ยนกรองเครื่อง,
159,ส-018,S-RING,IV1803052,3/12/2018,1.0,เปลี่ยนแหวนรองน็อตน้ำมันเครื่อง,
159,ส-018,S555NS0091-0031,IV1803052,3/12/2018,1.0,เปลี่ยนยางฝาวาวล์ ,
159,ส-018,S-GLUE-01,IV1803052,3/12/2018,1.0,กาวดำ,
159,ส-018,P-PETRO,IV1803052,3/12/2018,1.0,น้ำมันเบนซิลล้าง,
159,ส-018,M-08-04-0006,IV1803052,3/12/2018,1.0,เปลี่ยนประเก็นฝาสูบ,
159,ส-018,S-SEAL-06,IV1803052,3/12/2018,4.0,เปลี่ยนซีลเบ้าแป๊ปหัวฉีด,
159,ส-018,S-SEAL-01,IV1803052,3/12/2018,4.0,เปลี่ยนซีลเบ้าหัวฉีด,
159,ส-018,M-SERVICE-01,IV1803052,3/12/2018,1.0,เปลี่ยน EOR (ทั้งชุด),
159,ส-018,M-SERVICE-01,IV1803052,3/12/2018,1.0,ล้างช่องไอดีฝาสูบ,
159,ส-018,M-SERVICE-01,IV1803052,3/12/2018,1.0,ค่าบริการ,
160,ส-018,T2156515L627BS,IV1803066,3/14/2018,4.0,ยางนอก BS 215/65-15 L627,
160,ส-018,M-04-01-0003,IV1803066,3/14/2018,4.0,จุ๊บเติมลม ฟรี,
160,ส-018,M-08-02-0003,IV1803066,3/14/2018,1.0,ตั้งศูนย์ (เปลี่ยนยาง 4 เส้น ฟรี),
161,ส-018,T2156515MY02,IV1803067,3/14/2018,4.0,ยางนอก BS 215/65-15 MY02,
161,ส-018,M-04-01-0003,IV1803067,3/14/2018,4.0,จุ๊บเติมลม ฟรี,
161,ส-018,M-08-02-0003,IV1803067,3/14/2018,1.0,ตั้งศูนย์ (เปลี่ยนยาง 4 เส้น ฟรี),
162,ส-018,MOBIL 10W-30,IV1803087,3/19/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
162,ส-018,S555,IV1803087,3/19/2018,1.0,กรองเครื่อง,
162,ส-018,VALVOLINE 85W90,IV1803087,3/19/2018,3.0,น้ำมันเกียร์,
162,ส-018,AMCO-เฟืองท้าย,IV1803087,3/19/2018,2.0,น้ำมันเฟืองท้าย,
162,ส-018,SWIPER-BLADE-01,IV1803087,3/19/2018,1.0,ก้านปัดน้ำฝนหน้า,
162,ส-018,SWIPER-BLADE-01,IV1803087,3/19/2018,1.0,ก้านปัดน้ำฝนหลัง,
162,ส-018,S-FUEL FILTER-01,IV1803087,3/19/2018,1.0,กรองโซล่า,
162,ส-018,SZZZ-05-06,IV1803087,3/19/2018,2.0,ยางกันโคลง-หน้า,
162,ส-018,S555ZZZZBF 68148,IV1803087,3/19/2018,2.0,ลูกปืนล้อหน้า,
162,ส-018,SBREAKPAD-02,IV1803087,3/19/2018,1.0,ผ้าเบรคหน้า,
162,ส-018,M-05-01-0001,IV1803087,3/19/2018,2.0,เจียรจานเบรคหน้า,
162,ส-018,M-07-01-0002,IV1803087,3/19/2018,2.0,เช็คเบรคล้อหลัง-พร้อมล้างทำความสะอาด,
162,ส-018,M-SERVICE-01,IV1803087,3/19/2018,1.0,ค่าบริการ,
163,ส-018,M-06-01-0001,IV1803094,3/20/2018,2.0,ขัดผ้าเบรคคู่หน้า,
163,ส-018,M-07-01-0002,IV1803094,3/20/2018,2.0,เช็คเบรคล้อหลัง-พร้อมล้างทำความสะอาด,
164,ส-018,T2656517D68412BS00,IV1803107,3/22/2018,1.0,ยางนอก BS 265 / 65-17 D684,
165,ส-018,B-GS-EXTRA150L,IV1803110,3/22/2018,2.0,แบตเตอรี่ GS EXTRA150L,
166,ส-018,T20514L677BS00,IV1803112,3/23/2018,4.0,ยางนอก BS 205 -14 L677,
166,ส-018,M-04-01-0003,IV1803112,3/23/2018,4.0,จุ๊บเติมลม ฟรี,
166,ส-018,M-08-02-0003,IV1803112,3/23/2018,1.0,ตั้งศูนย์ (เปลี่ยนยาง 4 เส้น ฟรี),
167,ส-018,B-3K-NS100,IV1803114,3/23/2018,1.0,แบตเตอรี่ 3K N100 (ลูกยาว),
168,ส-018,T2157015R611BS00,IV1803115,3/23/2018,4.0,ยางนอก BS 215 / 70 -15 R611,
168,ส-018,M-04-01-0003,IV1803115,3/23/2018,4.0,จุ๊บเติมลม ฟรี,
168,ส-018,M-08-02-0003,IV1803115,3/23/2018,1.0,ตั้งศูนย์ (เปลี่ยนยาง 4 เส้น ฟรี),
169,ส-018,M-SERVICE-01,IV1803125,3/26/2018,4.0,ค่าซ่อมหัวฉีด,
169,ส-018,S555ZZZZZZZZ-909-1,IV1803125,3/26/2018,4.0,เปลี่ยนแหวนรองหัวฉีด,
169,ส-018,S-BELT-01,IV1803125,3/26/2018,1.0,สายพานแอร์,
169,ส-018,S-BELT-04,IV1803125,3/26/2018,2.0,สายพานไดร์ชาร์ต,
169,ส-018,M-SERVICE-01,IV1803125,3/26/2018,1.0,ค่าบริการ,
170,ส-018,M-SERVICE-01,IV1803128,3/27/2018,1.0,คอยล์เย็น,
170,ส-018,ล-001,IV1803128,3/27/2018,1.0,ล้างตู้แว๊กน้ำยาแอร์ ,
170,ส-018,ล-002,IV1803128,3/27/2018,1.0,น้ำมันคอม,
170,ส-018,M-SERVICE-01,IV1803128,3/27/2018,1.0,ค่าบริการ,
171,ส-018,SWIPER-BLADE-03,IV1804005,4/2/2018,1.0,มอเตอร์ 2 แกน,
171,ส-018,ล-001,IV1804005,4/2/2018,1.0,ล้างตู้แว๊กน้ำยาแอร์ ,
171,ส-018,ล-002,IV1804005,4/2/2018,1.0,น้ำมันคอม,
171,ส-018,S-THERMOS-02,IV1804005,4/2/2018,1.0,วาวล์,
171,ส-018,S-005,IV1804005,4/2/2018,1.0,ไดร์เออร์มีสวิท,
171,ส-018,M-SERVICE-01,IV1804005,4/2/2018,1.0,ค่าบริการ,
172,ส-018,S-UP BALL JOINT-01,IV1804006,4/2/2018,2.0,ลูกหมากบน,
172,ส-018,S-LOW BALL JOINT-01,IV1804006,4/2/2018,2.0,ลูกหมากล่าง,
172,ส-018,S-ARM BUSHING-05,IV1804006,4/2/2018,4.0,บูชปีกนกบน,
172,ส-018,S-ARM BUSHING-01,IV1804006,4/2/2018,2.0,บูชปีกนกล่าง,
172,ส-018,S-STABILITZER-06,IV1804006,4/2/2018,2.0,ยางหนวดกุ้ง,
172,ส-018,S-BOUND BUMPER-01,IV1804006,4/2/2018,2.0,ยางกันกระแทกปีกนกล่าง,
172,ส-018,S-TIE ROD END-02,IV1804006,4/2/2018,1.0,คันชักใน -ซ้าย,
172,ส-018,M-SERVICE-01,IV1804006,4/2/2018,2.0,ตั้งลูกปืนล้อหน้า,
172,ส-018,SBEARING CENTER-01,IV1804006,4/2/2018,1.0,ยอยเพลากลาง,
172,ส-018,SBEARING CENTER-03,IV1804006,4/2/2018,1.0,ยอยกากบาท,
172,ส-018,M-SERVICE-01,IV1804006,4/2/2018,1.0,ค่าบริการ,
172,ส-018,M-08-02-0002,IV1804006,4/2/2018,1.0,ตั้งศูนย์,
173,ส-018,S-SHOCK-F-00,IV1804010,4/2/2018,1.0,โช้คหน้า,
173,ส-018,SRBITY48680-14010,IV1804010,4/2/2018,2.0,เบ้าโช้คหน้า,
173,ส-018,RACK END-01,IV1804010,4/2/2018,2.0,ลูกหมากแล็ค,
173,ส-018,S-UP BALL JOINT-01,IV1804010,4/2/2018,2.0,ลูกหมากบน,
173,ส-018,M-SERVICE-01,IV1804010,4/2/2018,1.0,ค่าบริการ,
173,ส-018,M-08-02-0002,IV1804010,4/2/2018,1.0,ตั้งศูนย์,
174,ส-018,B-GS-EXTRA120,IV1804013,4/3/2018,1.0,แบตเตอรี่ GS EXTRA120,
175,ส-018,B-GS-G,IV1804014,4/3/2018,1.0,แบตเตอรี่ GS  MFX200,
176,ส-018,MOBIL 10W-30,IV1804018,4/4/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000 6ลิตร/1แกลลอน,
176,ส-018,15W40TOTAL,IV1804018,4/4/2018,1.0,น้ำมันเครื่อง 15W40 TOTAL  6ลิตร/1แกลลอน,
176,ส-018,CASTROL4T,IV1804018,4/4/2018,1.0,น้ำมันเครื่อง CASTROL 4T,
176,ส-018,AISIN,IV1804018,4/4/2018,5.0,น้ำมันเกียร์ MOBIL (ลิตร),
176,ส-018,AMCO-เฟืองท้าย,IV1804018,4/4/2018,5.0,น้ำมันเฟืองท้าย MOBIL (ลิตร),
177,ส-018,SBREAK-FLUID,IV1804020,4/4/2018,4.0,น้ำมันเบรค,
177,ส-018,P-DISTILLED WATER,IV1804020,4/4/2018,9.0,น้ำกลั่น,
177,ส-018,S555,IV1804020,4/4/2018,1.0,กรองน้ำมันเครื่อง (FVZ240),
177,ส-018,S555NS0070-321,IV1804020,4/4/2018,1.0,กรองดักน้ำ ,
177,ส-018,S555,IV1804020,4/4/2018,1.0,กรองน้ำมันเครื่อง (FRR240),
177,ส-018,P-POWER ATF,IV1804020,4/4/2018,1.0,น้ำมันเพาเวอร์,
177,ส-018,HYDORIC,IV1804020,4/4/2018,2.0,น้ำมันไฮโดรลิค 5ลิตร/1แกลลอน,
178,ส-018,MOBIL 10W-30,IV1804023,4/5/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
178,ส-018,S555,IV1804023,4/5/2018,1.0,กรองเครื่อง,
178,ส-018,S-AIR FILTER-02,IV1804023,4/5/2018,1.0,กรองอากาศ,
178,ส-018,AISIN,IV1804023,4/5/2018,3.0,น้ำมันเกียร์,
178,ส-018,AMCO-เฟืองท้าย,IV1804023,4/5/2018,3.0,น้ำมันเฟืองท้าย,
178,ส-018,S-FUEL FILTER-01,IV1804023,4/5/2018,1.0,กรองโซล่า,
178,ส-018,M-SERVICE-01,IV1804023,4/5/2018,1.0,ค่าบริการ,
179,ส-018,MOBIL 10W-30,IV1804029,4/5/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
179,ส-018,S555,IV1804029,4/5/2018,1.0,กรองเครื่อง,
179,ส-018,S-AIR FILTER-03,IV1804029,4/5/2018,1.0,กรองแอร์,
179,ส-018,S-LAMP-01,IV1804029,4/5/2018,1.0,หลอดไฟเบรคหลังซ้าย,
179,ส-018,P-DISTILLED WATER,IV1804029,4/5/2018,2.0,น้ำกลั่น,
179,ส-018,S-FUEL FILTER-01,IV1804029,4/5/2018,1.0,กรองโซล่า,
179,ส-018,M-SERVICE-01,IV1804029,4/5/2018,1.0,ค่าบริการ,
180,ส-018,T2357517.5OPOLLO,IV1804040,4/9/2018,4.0,ยางนอก OPOLLO 235/75-17.5,
180,ส-018,M-03-01,IV1804040,4/9/2018,4.0,ถอดใส่ยาง,
180,ส-018,M-03-01-1516,IV1804040,4/9/2018,2.0,ถ่วงล้อ,
180,ส-018,M-01-01-01014,IV1804040,4/9/2018,4.0,จุ๊บเติมลม,
180,ส-018,T60065014BS00,IV1804040,4/9/2018,4.0,ยางใน,
181,ส-018,SBREAKPAD-02,IV1804074,4/23/2018,1.0,เปลี่ยนผ้าเบรคหน้า,
181,ส-018,M-05-01-0001,IV1804074,4/23/2018,2.0,เจียรจานประชิดล้อหน้า ขวา-ซ้าย,
181,ส-018,M-07-01-0002,IV1804074,4/23/2018,2.0,เช็คเบรคล้อหลัง-พร้อมล้างทำความสะอาด,
181,ส-018,M-SERVICE-01,IV1804074,4/23/2018,2.0,ค่าบริการ,
182,ส-018,B-GS-EXTRA150,IV1804079,4/24/2018,1.0,แบตเตอรี่ GS EXTRA150,
183,ส-018,T2156515L627BS,IV1804083,4/25/2018,4.0,ยางนอก BS 215/65-15 L627,
183,ส-018,M-04-01-0003,IV1804083,4/25/2018,4.0,จุ๊บเติมลม ฟรี,
183,ส-018,M-08-02-0003,IV1804083,4/25/2018,1.0,ตั้งศูนย์ (เปลี่ยนยาง 4 เส้น ฟรี),
184,ส-018,SBREAKPAD-02,IV1804085,4/26/2018,1.0,ผ้าเบรคหน้า,
184,ส-018,M-05-01-0001,IV1804085,4/26/2018,2.0,เจียรจานประชิดล้อหน้า ขวา-ซ้าย,
